time,P,G(i),H_sun,T2m,WS10m,Int
20160930:0309,0.0,0.0,0.0,17.97,3.31,0.0
20160930:0409,1.87,22.16,2.95,18.96,3.47,0.0
20160930:0509,63.5,286.76,15.79,19.95,3.63,0.0
20160930:0609,129.55,547.24,28.19,20.93,3.79,0.0
20160930:0709,181.23,772.94,39.71,22.84,4.34,0.0
20160930:0809,213.94,929.04,49.49,24.76,4.9,0.0
20160930:0909,230.48,1014.37,55.92,26.67,5.45,0.0
20160930:1009,227.58,1004.07,56.94,27.71,5.76,0.0
20160930:1109,212.01,931.77,52.12,28.74,6.06,0.0
20160930:1209,176.38,769.19,43.24,29.78,6.37,0.0
20160930:1309,137.1,594.05,32.18,29.26,6.59,0.0
20160930:1409,76.03,344.94,20.0,28.75,6.81,0.0
20160930:1509,13.95,91.7,7.28,28.24,7.03,0.0
20160930:1609,0.0,0.0,0.0,26.74,6.57,0.0
20160930:1709,0.0,0.0,0.0,25.23,6.1,0.0
20160930:1809,0.0,0.0,0.0,23.73,5.63,0.0
20160930:1909,0.0,0.0,0.0,22.75,5.15,0.0
20160930:2009,0.0,0.0,0.0,21.78,4.67,0.0
20160930:2109,0.0,0.0,0.0,20.8,4.19,0.0
20160930:2209,0.0,0.0,0.0,20.12,3.99,0.0
20160930:2309,0.0,0.0,0.0,19.43,3.78,0.0
20161001:0009,0.0,0.0,0.0,18.75,3.57,0.0
20161001:0109,0.0,0.0,0.0,18.55,3.54,0.0
20161001:0209,0.0,0.0,0.0,18.35,3.5,0.0
20161001:0309,0.0,0.0,0.0,18.14,3.46,0.0
20161001:0409,0.6,10.48,2.83,19.18,3.72,0.0
20161001:0509,63.1,284.89,15.65,20.22,3.98,0.0
20161001:0609,94.84,402.42,28.02,21.26,4.23,0.0
20161001:0709,184.06,784.24,39.5,23.31,4.85,0.0
20161001:0809,215.71,935.73,49.21,25.37,5.46,0.0
20161001:0909,233.45,1026.9,55.56,27.42,6.07,0.0
20161001:1009,232.99,1029.45,56.55,28.53,6.28,0.0
20161001:1109,216.83,955.56,51.74,29.65,6.49,0.0
20161001:1209,178.98,783.21,42.9,30.77,6.7,0.0
20161001:1309,136.22,592.47,31.87,30.27,6.92,0.0
20161001:1409,73.59,335.74,19.72,29.77,7.14,0.0
20161001:1509,12.85,85.18,7.01,29.27,7.37,0.0
20161001:1609,0.0,0.0,0.0,27.79,6.95,0.0
20161001:1709,0.0,0.0,0.0,26.3,6.53,0.0
20161001:1809,0.0,0.0,0.0,24.82,6.11,0.0
20161001:1909,0.0,0.0,0.0,23.79,5.77,0.0
20161001:2009,0.0,0.0,0.0,22.77,5.44,0.0
20161001:2109,0.0,0.0,0.0,21.74,5.1,0.0
20161001:2209,0.0,0.0,0.0,21.05,4.91,0.0
20161001:2309,0.0,0.0,0.0,20.35,4.72,0.0
20161002:0009,0.0,0.0,0.0,19.66,4.52,0.0
20161002:0109,0.0,0.0,0.0,19.28,4.56,0.0
20161002:0209,0.0,0.0,0.0,18.91,4.59,0.0
20161002:0309,0.0,0.0,0.0,18.53,4.62,0.0
20161002:0409,0.59,10.48,2.7,19.57,4.77,0.0
20161002:0509,63.99,288.58,15.51,20.6,4.91,0.0
20161002:0609,130.61,549.84,27.86,21.64,5.06,0.0
20161002:0709,185.25,788.72,39.29,23.84,5.33,0.0
20161002:0809,220.35,958.92,48.93,26.03,5.6,0.0
20161002:0909,237.6,1052.41,55.21,28.23,5.88,0.0
20161002:1009,236.73,1054.79,56.15,29.44,5.96,0.0
20161002:1109,219.97,978.27,51.36,30.65,6.04,0.0
20161002:1209,184.12,813.33,42.56,31.87,6.12,0.0
20161002:1309,139.86,614.01,31.56,31.69,6.29,0.0
20161002:1409,75.32,347.35,19.44,31.52,6.46,0.0
20161002:1509,12.23,83.58,6.74,31.34,6.63,0.0
20161002:1609,0.0,0.0,0.0,29.71,6.43,0.0
20161002:1709,0.0,0.0,0.0,28.08,6.23,0.0
20161002:1809,0.0,0.0,0.0,26.45,6.03,0.0
20161002:1909,0.0,0.0,0.0,25.28,5.63,0.0
20161002:2009,0.0,0.0,0.0,24.1,5.24,0.0
20161002:2109,0.0,0.0,0.0,22.93,4.84,0.0
20161002:2209,0.0,0.0,0.0,22.17,4.63,0.0
20161002:2309,0.0,0.0,0.0,21.4,4.43,0.0
20161003:0009,0.0,0.0,0.0,20.64,4.22,0.0
20161003:0109,0.0,0.0,0.0,20.25,4.06,0.0
20161003:0209,0.0,0.0,0.0,19.86,3.89,0.0
20161003:0309,0.0,0.0,0.0,19.47,3.72,0.0
20161003:0409,0.33,8.57,2.58,20.3,3.75,0.0
20161003:0509,57.08,259.21,15.37,21.12,3.77,0.0
20161003:0609,128.35,544.72,27.69,21.94,3.79,0.0
20161003:0709,183.11,788.56,39.07,24.25,4.07,0.0
20161003:0809,217.4,958.99,48.66,26.55,4.35,0.0
20161003:0909,232.72,1045.52,54.86,28.86,4.63,0.0
20161003:1009,231.9,1046.74,55.76,29.98,4.77,0.0
20161003:1109,214.55,964.53,50.98,31.1,4.9,0.0
20161003:1209,178.45,794.86,42.22,32.22,5.03,0.0
20161003:1309,136.95,603.94,31.26,31.79,5.47,0.0
20161003:1409,73.48,339.44,19.16,31.35,5.9,0.0
20161003:1509,11.38,78.34,6.48,30.92,6.33,0.0
20161003:1609,0.0,0.0,0.0,29.26,6.06,0.0
20161003:1709,0.0,0.0,0.0,27.59,5.79,0.0
20161003:1809,0.0,0.0,0.0,25.92,5.52,0.0
20161003:1909,0.0,0.0,0.0,24.74,5.02,0.0
20161003:2009,0.0,0.0,0.0,23.55,4.51,0.0
20161003:2109,0.0,0.0,0.0,22.37,4.01,0.0
20161003:2209,0.0,0.0,0.0,21.61,3.64,0.0
20161003:2309,0.0,0.0,0.0,20.85,3.26,0.0
20161004:0009,0.0,0.0,0.0,20.09,2.88,0.0
20161004:0109,0.0,0.0,0.0,19.82,2.87,0.0
20161004:0209,0.0,0.0,0.0,19.55,2.86,0.0
20161004:0309,0.0,0.0,0.0,19.27,2.84,0.0
20161004:0409,0.21,7.62,2.45,19.97,2.93,0.0
20161004:0509,64.28,291.5,15.22,20.66,3.02,0.0
20161004:0609,129.06,548.61,27.52,21.35,3.1,0.0
20161004:0709,180.32,777.74,38.86,23.38,3.37,0.0
20161004:0809,216.75,957.78,48.37,25.41,3.64,0.0
20161004:0909,230.86,1037.38,54.5,27.44,3.9,0.0
20161004:1009,229.3,1031.57,55.36,28.48,4.25,0.0
20161004:1109,212.48,949.33,50.6,29.53,4.6,0.0
20161004:1209,174.41,770.17,41.88,30.58,4.95,0.0
20161004:1309,133.45,584.85,30.96,30.16,5.11,0.0
20161004:1409,70.64,324.63,18.88,29.74,5.26,0.0
20161004:1509,11.0,76.29,6.21,29.32,5.42,0.0
20161004:1609,0.0,0.0,0.0,27.83,4.97,0.0
20161004:1709,0.0,0.0,0.0,26.34,4.51,0.0
20161004:1809,0.0,0.0,0.0,24.85,4.06,0.0
20161004:1909,0.0,0.0,0.0,23.86,3.64,0.0
20161004:2009,0.0,0.0,0.0,22.86,3.22,0.0
20161004:2109,0.0,0.0,0.0,21.87,2.8,0.0
20161004:2209,0.0,0.0,0.0,21.18,2.55,0.0
20161004:2309,0.0,0.0,0.0,20.48,2.29,0.0
20161005:0009,0.0,0.0,0.0,19.79,2.04,0.0
20161005:0109,0.0,0.0,0.0,19.19,2.06,0.0
20161005:0209,0.0,0.0,0.0,18.6,2.07,0.0
20161005:0309,0.0,0.0,0.0,18.0,2.08,0.0
20161005:0409,0.0,0.0,0.0,19.01,2.61,0.0
20161005:0509,60.3,272.59,15.08,20.01,3.13,0.0
20161005:0609,132.38,559.74,27.34,21.02,3.66,0.0
20161005:0709,178.56,766.67,38.64,22.83,3.5,0.0
20161005:0809,214.13,944.77,48.09,24.64,3.35,0.0
20161005:0909,229.76,1036.29,54.15,26.45,3.2,0.0
20161005:1009,227.84,1030.32,54.97,27.47,3.38,0.0
20161005:1109,212.22,953.8,50.23,28.49,3.56,0.0
20161005:1209,176.86,784.92,41.55,29.52,3.74,0.0
20161005:1309,135.48,594.0,30.66,29.21,4.2,0.0
20161005:1409,76.89,352.76,18.6,28.91,4.67,0.0
20161005:1509,10.34,72.67,5.95,28.6,5.13,0.0
20161005:1609,0.0,0.0,0.0,27.38,4.87,0.0
20161005:1709,0.0,0.0,0.0,26.16,4.62,0.0
20161005:1809,0.0,0.0,0.0,24.94,4.36,0.0
20161005:1909,0.0,0.0,0.0,23.99,3.94,0.0
20161005:2009,0.0,0.0,0.0,23.03,3.53,0.0
20161005:2109,0.0,0.0,0.0,22.08,3.12,0.0
20161005:2209,0.0,0.0,0.0,21.37,2.76,0.0
20161005:2309,0.0,0.0,0.0,20.67,2.4,0.0
20161006:0009,0.0,0.0,0.0,19.96,2.04,0.0
20161006:0109,0.0,0.0,0.0,19.52,1.94,0.0
20161006:0209,0.0,0.0,0.0,19.09,1.84,0.0
20161006:0309,0.0,0.0,0.0,18.65,1.74,0.0
20161006:0409,0.0,0.0,0.0,19.41,1.82,0.0
20161006:0509,59.46,270.17,14.93,20.16,1.9,0.0
20161006:0609,126.28,540.29,27.17,20.92,1.99,0.0
20161006:0709,176.65,766.28,38.42,22.59,2.4,0.0
20161006:0809,213.07,944.72,47.81,24.25,2.81,0.0
20161006:0909,227.53,1021.87,53.79,25.92,3.23,0.0
20161006:1009,229.98,1036.21,54.58,26.82,3.44,0.0
20161006:1109,211.56,945.38,49.85,27.72,3.66,0.0
20161006:1209,173.66,765.53,41.21,28.62,3.88,0.0
20161006:1309,129.96,566.73,30.36,28.39,4.4,0.0
20161006:1409,68.99,315.6,18.33,28.15,4.91,0.0
20161006:1509,8.23,60.22,5.69,27.92,5.43,0.0
20161006:1609,0.0,0.0,0.0,26.76,5.31,0.0
20161006:1709,0.0,0.0,0.0,25.59,5.19,0.0
20161006:1809,0.0,0.0,0.0,24.43,5.06,0.0
20161006:1909,0.0,0.0,0.0,23.55,4.64,0.0
20161006:2009,0.0,0.0,0.0,22.68,4.22,0.0
20161006:2109,0.0,0.0,0.0,21.8,3.79,0.0
20161006:2209,0.0,0.0,0.0,21.14,3.41,0.0
20161006:2309,0.0,0.0,0.0,20.47,3.02,0.0
20161007:0009,0.0,0.0,0.0,19.81,2.63,0.0
20161007:0109,0.0,0.0,0.0,19.59,2.76,0.0
20161007:0209,0.0,0.0,0.0,19.38,2.88,0.0
20161007:0309,0.0,0.0,0.0,19.16,3.01,0.0
20161007:0409,0.0,0.0,0.0,20.0,3.16,0.0
20161007:0509,63.25,286.61,14.78,20.84,3.31,0.0
20161007:0609,127.9,543.1,26.99,21.68,3.46,0.0
20161007:0709,166.38,711.34,38.19,23.08,3.84,0.0
20161007:0809,216.03,943.37,47.52,24.49,4.23,0.0
20161007:0909,235.25,1041.04,53.44,25.89,4.61,0.0
20161007:1009,232.03,1027.79,54.19,26.72,4.87,0.0
20161007:1109,217.06,955.89,49.48,27.55,5.13,0.0
20161007:1209,182.62,795.74,40.88,28.38,5.39,0.0
20161007:1309,136.15,588.24,30.06,27.88,5.71,0.0
20161007:1409,70.35,319.95,18.05,27.37,6.04,0.0
20161007:1509,8.18,61.36,5.43,26.87,6.36,0.0
20161007:1609,0.0,0.0,0.0,25.65,5.85,0.0
20161007:1709,0.0,0.0,0.0,24.42,5.35,0.0
20161007:1809,0.0,0.0,0.0,23.19,4.84,0.0
20161007:1909,0.0,0.0,0.0,22.3,4.41,0.0
20161007:2009,0.0,0.0,0.0,21.4,3.98,0.0
20161007:2109,0.0,0.0,0.0,20.51,3.54,0.0
20161007:2209,0.0,0.0,0.0,19.88,3.26,0.0
20161007:2309,0.0,0.0,0.0,19.25,2.97,0.0
20161008:0009,0.0,0.0,0.0,18.62,2.68,0.0
20161008:0109,0.0,0.0,0.0,18.16,2.47,0.0
20161008:0209,0.0,0.0,0.0,17.7,2.27,0.0
20161008:0309,0.0,0.0,0.0,17.24,2.07,0.0
20161008:0409,0.0,0.0,0.0,18.02,1.94,0.0
20161008:0509,63.05,284.45,14.63,18.8,1.81,0.0
20161008:0609,128.09,545.97,26.81,19.58,1.68,0.0
20161008:0709,178.67,775.37,37.97,21.55,2.0,0.0
20161008:0809,211.82,942.12,47.23,23.51,2.31,0.0
20161008:0909,227.02,1026.56,53.08,25.48,2.62,0.0
20161008:1009,226.93,1025.35,53.8,26.89,3.18,0.0
20161008:1109,211.57,947.43,49.11,28.31,3.73,0.0
20161008:1209,178.33,788.43,40.54,29.73,4.29,0.0
20161008:1309,133.85,585.4,29.76,29.43,4.81,0.0
20161008:1409,69.83,321.17,17.78,29.12,5.33,0.0
20161008:1509,7.25,56.2,5.18,28.82,5.85,0.0
20161008:1609,0.0,0.0,0.0,27.5,5.23,0.0
20161008:1709,0.0,0.0,0.0,26.17,4.62,0.0
20161008:1809,0.0,0.0,0.0,24.85,4.0,0.0
20161008:1909,0.0,0.0,0.0,23.87,3.6,0.0
20161008:2009,0.0,0.0,0.0,22.88,3.19,0.0
20161008:2109,0.0,0.0,0.0,21.9,2.79,0.0
20161008:2209,0.0,0.0,0.0,21.19,2.56,0.0
20161008:2309,0.0,0.0,0.0,20.48,2.34,0.0
20161009:0009,0.0,0.0,0.0,19.77,2.11,0.0
20161009:0109,0.0,0.0,0.0,19.49,1.93,0.0
20161009:0209,0.0,0.0,0.0,19.21,1.74,0.0
20161009:0309,0.0,0.0,0.0,18.93,1.56,0.0
20161009:0409,0.0,0.0,0.0,20.07,1.43,0.0
20161009:0509,40.17,187.06,14.48,21.2,1.29,0.0
20161009:0609,109.04,472.63,26.63,22.33,1.16,0.0
20161009:0709,162.81,720.1,37.74,24.91,1.51,0.0
20161009:0809,199.66,909.66,46.94,27.49,1.86,0.0
20161009:0909,218.67,1018.0,52.73,30.07,2.21,0.0
20161009:1009,221.43,1024.05,53.41,31.11,3.03,0.0
20161009:1109,208.76,952.16,48.74,32.15,3.85,0.0
20161009:1209,179.8,806.86,40.21,33.19,4.68,0.0
20161009:1309,132.17,586.97,29.46,32.71,5.01,0.0
20161009:1409,67.52,315.78,17.51,32.24,5.35,0.0
20161009:1509,6.87,54.83,4.92,31.76,5.68,0.0
20161009:1609,0.0,0.0,0.0,30.07,5.34,0.0
20161009:1709,0.0,0.0,0.0,28.38,5.0,0.0
20161009:1809,0.0,0.0,0.0,26.69,4.66,0.0
20161009:1909,0.0,0.0,0.0,25.46,4.34,0.0
20161009:2009,0.0,0.0,0.0,24.22,4.03,0.0
20161009:2109,0.0,0.0,0.0,22.99,3.71,0.0
20161009:2209,0.0,0.0,0.0,22.21,3.56,0.0
20161009:2309,0.0,0.0,0.0,21.42,3.41,0.0
20161010:0009,0.0,0.0,0.0,20.64,3.26,0.0
20161010:0109,0.0,0.0,0.0,20.23,3.34,0.0
20161010:0209,0.0,0.0,0.0,19.82,3.43,0.0
20161010:0309,0.0,0.0,0.0,19.4,3.52,0.0
20161010:0409,0.0,0.0,0.0,19.87,3.51,0.0
20161010:0509,56.03,253.73,14.32,20.33,3.5,0.0
20161010:0609,123.23,520.83,26.44,20.8,3.49,0.0
20161010:0709,176.46,757.27,37.51,22.79,3.46,0.0
20161010:0809,207.82,914.52,46.65,24.77,3.43,0.0
20161010:0909,228.79,1030.16,52.37,26.76,3.39,0.0
20161010:1009,222.56,1000.56,53.03,28.0,3.84,0.0
20161010:1109,223.52,1003.19,48.37,29.24,4.29,0.0
20161010:1209,189.53,839.64,39.89,30.48,4.74,0.0
20161010:1309,124.68,545.88,29.17,29.93,5.14,0.0
20161010:1409,61.4,283.96,17.25,29.39,5.54,0.0
20161010:1509,6.09,49.17,4.67,28.84,5.93,0.0
20161010:1609,0.0,0.0,0.0,27.33,5.39,0.0
20161010:1709,0.0,0.0,0.0,25.81,4.86,0.0
20161010:1809,0.0,0.0,0.0,24.3,4.32,0.0
20161010:1909,0.0,0.0,0.0,23.2,3.9,0.0
20161010:2009,0.0,0.0,0.0,22.11,3.48,0.0
20161010:2109,0.0,0.0,0.0,21.01,3.06,0.0
20161010:2209,0.0,0.0,0.0,20.24,2.8,0.0
20161010:2309,0.0,0.0,0.0,19.46,2.53,0.0
20161011:0009,0.0,0.0,0.0,18.69,2.26,0.0
20161011:0109,0.0,0.0,0.0,18.46,2.26,0.0
20161011:0209,0.0,0.0,0.0,18.24,2.25,0.0
20161011:0309,0.0,0.0,0.0,18.01,2.25,0.0
20161011:0409,0.0,0.0,0.0,18.99,2.25,0.0
20161011:0509,59.75,270.71,14.17,19.96,2.26,0.0
20161011:0609,125.67,536.19,26.26,20.93,2.26,0.0
20161011:0709,176.41,766.89,37.28,23.45,2.56,0.0
20161011:0809,210.3,939.22,46.36,25.96,2.86,0.0
20161011:0909,223.13,1015.26,52.02,28.48,3.16,0.0
20161011:1009,226.74,1033.71,52.64,29.69,3.61,0.0
20161011:1109,207.01,934.78,48.01,30.9,4.07,0.0
20161011:1209,173.73,775.23,39.56,32.12,4.52,0.0
20161011:1309,130.58,576.51,28.88,31.48,4.96,0.0
20161011:1409,66.5,309.53,16.98,30.83,5.39,0.0
20161011:1509,6.68,56.11,4.42,30.19,5.82,0.0
20161011:1609,0.0,0.0,0.0,28.66,5.3,0.0
20161011:1709,0.0,0.0,0.0,27.12,4.78,0.0
20161011:1809,0.0,0.0,0.0,25.59,4.26,0.0
20161011:1909,0.0,0.0,0.0,24.52,3.96,0.0
20161011:2009,0.0,0.0,0.0,23.45,3.66,0.0
20161011:2109,0.0,0.0,0.0,22.38,3.37,0.0
20161011:2209,0.0,0.0,0.0,21.64,3.25,0.0
20161011:2309,0.0,0.0,0.0,20.91,3.13,0.0
20161012:0009,0.0,0.0,0.0,20.17,3.01,0.0
20161012:0109,0.0,0.0,0.0,19.93,3.05,0.0
20161012:0209,0.0,0.0,0.0,19.69,3.1,0.0
20161012:0309,0.0,0.0,0.0,19.44,3.14,0.0
20161012:0409,0.0,0.0,0.0,20.47,3.11,0.0
20161012:0509,58.88,267.99,14.01,21.5,3.07,0.0
20161012:0609,125.27,535.47,26.07,22.53,3.03,0.0
20161012:0709,177.76,771.43,37.05,25.05,3.53,0.0
20161012:0809,211.2,937.92,46.06,27.57,4.02,0.0
20161012:0909,227.41,1027.59,51.66,30.09,4.51,0.0
20161012:1009,226.67,1025.05,52.26,31.1,4.94,0.0
20161012:1109,207.67,932.17,47.65,32.11,5.37,0.0
20161012:1209,175.11,778.49,39.24,33.13,5.81,0.0
20161012:1309,130.61,578.13,28.59,32.65,5.63,0.0
20161012:1409,66.75,312.97,16.72,32.16,5.46,0.0
20161012:1509,4.82,42.13,4.18,31.68,5.28,0.0
20161012:1609,0.0,0.0,0.0,30.04,5.27,0.0
20161012:1709,0.0,0.0,0.0,28.4,5.26,0.0
20161012:1809,0.0,0.0,0.0,26.76,5.26,0.0
20161012:1909,0.0,0.0,0.0,25.71,5.04,0.0
20161012:2009,0.0,0.0,0.0,24.66,4.83,0.0
20161012:2109,0.0,0.0,0.0,23.61,4.62,0.0
20161012:2209,0.0,0.0,0.0,22.87,4.44,0.0
20161012:2309,0.0,0.0,0.0,22.14,4.25,0.0
20161013:0009,0.0,0.0,0.0,21.4,4.07,0.0
20161013:0109,0.0,0.0,0.0,20.9,3.94,0.0
20161013:0209,0.0,0.0,0.0,20.4,3.82,0.0
20161013:0309,0.0,0.0,0.0,19.9,3.7,0.0
20161013:0409,0.0,0.0,0.0,20.99,3.67,0.0
20161013:0509,27.01,130.52,13.85,22.08,3.64,0.0
20161013:0609,119.13,508.9,25.88,23.17,3.61,0.0
20161013:0709,176.75,764.65,36.81,25.62,4.17,0.0
20161013:0809,213.15,942.71,45.77,28.06,4.73,0.0
20161013:0909,228.14,1025.09,51.31,30.51,5.28,0.0
20161013:1009,228.78,1029.89,51.88,31.41,5.65,0.0
20161013:1109,216.23,968.54,47.29,32.31,6.02,0.0
20161013:1209,163.0,720.99,38.91,33.21,6.39,0.0
20161013:1309,133.21,586.78,28.31,32.4,6.44,0.0
20161013:1409,67.35,314.46,16.46,31.58,6.5,0.0
20161013:1509,4.58,41.24,3.93,30.77,6.55,0.0
20161013:1609,0.0,0.0,0.0,29.18,6.34,0.0
20161013:1709,0.0,0.0,0.0,27.58,6.14,0.0
20161013:1809,0.0,0.0,0.0,25.99,5.93,0.0
20161013:1909,0.0,0.0,0.0,24.84,5.62,0.0
20161013:2009,0.0,0.0,0.0,23.69,5.31,0.0
20161013:2109,0.0,0.0,0.0,22.54,5.01,0.0
20161013:2209,0.0,0.0,0.0,21.78,4.8,0.0
20161013:2309,0.0,0.0,0.0,21.03,4.6,0.0
20161014:0009,0.0,0.0,0.0,20.27,4.4,0.0
20161014:0109,0.0,0.0,0.0,20.14,4.34,0.0
20161014:0209,0.0,0.0,0.0,20.02,4.27,0.0
20161014:0309,0.0,0.0,0.0,19.89,4.21,0.0
20161014:0409,0.0,0.0,0.0,20.47,4.51,0.0
20161014:0509,31.58,149.1,13.69,21.05,4.82,0.0
20161014:0609,111.7,470.56,25.69,21.63,5.13,0.0
20161014:0709,182.01,774.45,36.58,23.6,5.12,0.0
20161014:0809,216.23,941.28,45.48,25.57,5.11,0.0
20161014:0909,230.91,1023.76,50.95,27.54,5.1,0.0
20161014:1009,227.8,1014.81,51.5,28.71,5.18,0.0
20161014:1109,211.63,940.48,46.93,29.88,5.26,0.0
20161014:1209,176.51,778.85,38.6,31.05,5.34,0.0
20161014:1309,131.61,576.84,28.02,30.62,5.61,0.0
20161014:1409,67.15,312.1,16.2,30.19,5.88,0.0
20161014:1509,3.87,36.37,3.7,29.76,6.15,0.0
20161014:1609,0.0,0.0,0.0,28.21,5.96,0.0
20161014:1709,0.0,0.0,0.0,26.65,5.77,0.0
20161014:1809,0.0,0.0,0.0,25.1,5.59,0.0
20161014:1909,0.0,0.0,0.0,24.0,5.12,0.0
20161014:2009,0.0,0.0,0.0,22.89,4.65,0.0
20161014:2109,0.0,0.0,0.0,21.79,4.18,0.0
20161014:2209,0.0,0.0,0.0,21.11,3.84,0.0
20161014:2309,0.0,0.0,0.0,20.43,3.51,0.0
20161015:0009,0.0,0.0,0.0,19.75,3.17,0.0
20161015:0109,0.0,0.0,0.0,19.36,3.29,0.0
20161015:0209,0.0,0.0,0.0,18.98,3.41,0.0
20161015:0309,0.0,0.0,0.0,18.59,3.53,0.0
20161015:0409,0.0,0.0,0.0,19.14,3.59,0.0
20161015:0509,58.51,263.71,13.53,19.69,3.64,0.0
20161015:0609,120.33,506.49,25.49,20.24,3.7,0.0
20161015:0709,143.08,606.55,36.34,21.8,3.63,0.0
20161015:0809,177.98,768.67,45.18,23.36,3.56,0.0
20161015:0909,225.26,1000.87,50.6,24.92,3.49,0.0
20161015:1009,230.97,1032.3,51.13,25.91,3.64,0.0
20161015:1109,208.65,925.18,46.57,26.91,3.79,0.0
20161015:1209,175.47,769.83,38.28,27.91,3.94,0.0
20161015:1309,121.86,529.77,27.74,27.65,4.33,0.0
20161015:1409,51.98,241.8,15.95,27.4,4.71,0.0
20161015:1509,4.05,37.04,3.46,27.14,5.09,0.0
20161015:1609,0.0,0.0,0.0,25.83,4.7,0.0
20161015:1709,0.0,0.0,0.0,24.51,4.32,0.0
20161015:1809,0.0,0.0,0.0,23.2,3.93,0.0
20161015:1909,0.0,0.0,0.0,22.24,3.46,0.0
20161015:2009,0.0,0.0,0.0,21.28,2.99,0.0
20161015:2109,0.0,0.0,0.0,20.32,2.52,0.0
20161015:2209,0.0,0.0,0.0,19.56,2.35,0.0
20161015:2309,0.0,0.0,0.0,18.79,2.17,0.0
20161016:0009,0.0,0.0,0.0,18.03,2.0,0.0
20161016:0109,0.0,0.0,0.0,17.81,2.04,0.0
20161016:0209,0.0,0.0,0.0,17.6,2.08,0.0
20161016:0309,0.0,0.0,0.0,17.38,2.12,0.0
20161016:0409,0.0,0.0,0.8,18.18,2.08,0.0
20161016:0509,46.8,214.48,13.36,18.98,2.04,0.0
20161016:0609,117.55,499.04,25.3,19.78,2.0,0.0
20161016:0709,173.99,751.51,36.1,21.52,2.18,0.0
20161016:0809,205.68,909.79,44.88,23.26,2.37,0.0
20161016:0909,223.28,1005.84,50.25,25.0,2.55,0.0
20161016:1009,224.01,1012.68,50.75,26.0,2.71,0.0
20161016:1109,205.38,920.9,46.22,27.01,2.87,0.0
20161016:1209,171.62,759.39,37.96,28.02,3.03,0.0
20161016:1309,123.0,537.7,27.46,27.8,3.54,0.0
20161016:1409,52.68,245.58,15.7,27.57,4.05,0.0
20161016:1509,3.55,33.77,3.23,27.35,4.55,0.0
20161016:1609,0.0,0.0,0.0,26.03,4.43,0.0
20161016:1709,0.0,0.0,0.0,24.7,4.3,0.0
20161016:1809,0.0,0.0,0.0,23.37,4.18,0.0
20161016:1909,0.0,0.0,0.0,22.51,3.93,0.0
20161016:2009,0.0,0.0,0.0,21.66,3.67,0.0
20161016:2109,0.0,0.0,0.0,20.8,3.42,0.0
20161016:2209,0.0,0.0,0.0,20.17,3.28,0.0
20161016:2309,0.0,0.0,0.0,19.55,3.14,0.0
20161017:0009,0.0,0.0,0.0,18.92,2.99,0.0
20161017:0109,0.0,0.0,0.0,18.54,3.01,0.0
20161017:0209,0.0,0.0,0.0,18.16,3.03,0.0
20161017:0309,0.0,0.0,0.0,17.77,3.05,0.0
20161017:0409,0.0,0.0,0.65,18.54,3.01,0.0
20161017:0509,43.32,199.31,13.2,19.31,2.97,0.0
20161017:0609,114.46,483.3,25.1,20.08,2.94,0.0
20161017:0709,170.88,731.73,35.86,21.9,3.01,0.0
20161017:0809,205.69,902.68,44.59,23.71,3.09,0.0
20161017:0909,225.95,1012.3,49.9,25.53,3.16,0.0
20161017:1009,225.1,1010.05,50.38,26.47,3.4,0.0
20161017:1109,202.01,897.36,45.87,27.41,3.65,0.0
20161017:1209,171.26,752.69,37.65,28.35,3.89,0.0
20161017:1309,125.66,546.64,27.19,28.03,4.57,0.0
20161017:1409,62.98,290.81,15.45,27.72,5.25,0.0
20161017:1509,2.54,27.59,3.0,27.4,5.93,0.0
20161017:1609,0.0,0.0,0.0,26.11,5.53,0.0
20161017:1709,0.0,0.0,0.0,24.81,5.12,0.0
20161017:1809,0.0,0.0,0.0,23.51,4.72,0.0
20161017:1909,0.0,0.0,0.0,22.53,4.2,0.0
20161017:2009,0.0,0.0,0.0,21.56,3.69,0.0
20161017:2109,0.0,0.0,0.0,20.58,3.17,0.0
20161017:2209,0.0,0.0,0.0,19.85,2.81,0.0
20161017:2309,0.0,0.0,0.0,19.11,2.46,0.0
20161018:0009,0.0,0.0,0.0,18.38,2.1,0.0
20161018:0109,0.0,0.0,0.0,18.13,2.08,0.0
20161018:0209,0.0,0.0,0.0,17.88,2.07,0.0
20161018:0309,0.0,0.0,0.0,17.63,2.06,0.0
20161018:0409,0.0,0.0,0.0,18.37,2.13,0.0
20161018:0509,53.62,242.96,13.03,19.1,2.21,0.0
20161018:0609,123.33,522.96,24.9,19.83,2.29,0.0
20161018:0709,175.5,753.06,35.61,21.88,2.94,0.0
20161018:0809,213.65,935.47,44.29,23.92,3.6,0.0
20161018:0909,230.73,1023.28,49.55,25.97,4.25,0.0
20161018:1009,229.64,1019.39,50.02,26.93,4.61,0.0
20161018:1109,211.46,932.0,45.53,27.9,4.97,0.0
20161018:1209,177.33,773.55,37.35,28.87,5.34,0.0
20161018:1309,126.53,548.25,26.92,28.34,5.75,0.0
20161018:1409,59.86,276.73,15.21,27.82,6.16,0.0
20161018:1509,2.18,24.9,2.77,27.29,6.57,0.0
20161018:1609,0.0,0.0,0.0,25.95,6.15,0.0
20161018:1709,0.0,0.0,0.0,24.61,5.74,0.0
20161018:1809,0.0,0.0,0.0,23.27,5.32,0.0
20161018:1909,0.0,0.0,0.0,22.3,4.7,0.0
